Date,Season_End_Year,Week,ELO
16/08/2003,2004,1,540
23/08/2003,2004,2,541
26/08/2003,2004,3,586
30/08/2003,2004,4,535
13/09/2003,2004,5,603
20/09/2003,2004,6,561
27/09/2003,2004,7,519
04/10/2003,2004,8,485
18/10/2003,2004,9,518
25/10/2003,2004,10,477
01/11/2003,2004,11,435
08/11/2003,2004,12,468
24/11/2003,2004,13,432
29/11/2003,2004,14,390
06/12/2003,2004,15,487
13/12/2003,2004,16,448
21/12/2003,2004,17,405
26/12/2003,2004,18,436
28/12/2003,2004,19,394
06/01/2004,2004,20,353
10/01/2004,2004,21,467
17/01/2004,2004,22,425
31/01/2004,2004,23,496
07/02/2004,2004,24,457
11/02/2004,2004,25,416
17/03/2004,2004,26,424
29/02/2004,2004,27,502
13/03/2004,2004,28,461
21/03/2004,2004,29,528
27/03/2004,2004,30,571
04/05/2004,2004,31,715
10/04/2004,2004,32,567
12/04/2004,2004,33,603
17/04/2004,2004,34,745
25/04/2004,2004,35,788
01/05/2004,2004,36,721
08/05/2004,2004,37,522
15/05/2004,2004,38,558
14/08/2004,2005,1,554
21/08/2004,2005,2,511
14/12/2004,2005,3,597
30/08/2004,2005,4,549
11/09/2004,2005,5,589
18/09/2004,2005,6,490
26/09/2004,2005,7,447
02/10/2004,2005,8,446
18/10/2004,2005,9,585
24/10/2004,2005,10,590
30/10/2004,2005,11,764
06/11/2004,2005,12,618
13/11/2004,2005,13,532
20/11/2004,2005,14,500
27/11/2004,2005,15,583
04/12/2004,2005,16,626
11/12/2004,2005,17,604
19/12/2004,2005,18,566
26/12/2004,2005,19,609
28/12/2004,2005,20,567
01/01/2005,2005,21,522
04/01/2005,2005,22,488
15/01/2005,2005,23,448
22/01/2005,2005,24,431
01/02/2005,2005,25,485
05/02/2005,2005,26,456
12/02/2005,2005,27,427
26/02/2005,2005,28,412
05/03/2005,2005,29,369
19/03/2005,2005,30,452
03/04/2005,2005,31,425
09/04/2005,2005,32,471
16/04/2005,2005,33,513
20/04/2005,2005,34,482
24/04/2005,2005,35,521
30/04/2005,2005,36,481
07/05/2005,2005,37,492
15/05/2005,2005,38,463
13/08/2005,2006,1,427
20/08/2005,2006,2,385
23/08/2005,2006,3,390
27/08/2005,2006,4,357
10/09/2005,2006,5,435
17/09/2005,2006,6,460
24/09/2005,2006,7,420
01/10/2005,2006,8,460
15/10/2005,2006,9,453
22/10/2005,2006,10,414
29/10/2005,2006,11,444
05/11/2005,2006,12,413
19/11/2005,2006,13,371
26/11/2005,2006,14,331
03/12/2005,2006,15,308
12/12/2005,2006,16,278
17/12/2005,2006,17,481
26/12/2005,2006,18,493
28/12/2005,2006,19,459
31/12/2005,2006,20,486
02/01/2006,2006,21,447
14/01/2006,2006,22,410
21/01/2006,2006,23,375
01/02/2006,2006,24,446
04/02/2006,2006,25,390
11/02/2006,2006,26,355
25/02/2006,2006,27,312
04/03/2006,2006,28,269
11/03/2006,2006,29,500
18/03/2006,2006,30,562
12/04/2006,2006,31,599
01/04/2006,2006,32,593
08/04/2006,2006,33,593
15/04/2006,2006,34,624
17/04/2006,2006,35,550
22/04/2006,2006,36,586
29/04/2006,2006,37,628
07/05/2006,2006,38,586
19/08/2006,2007,1,659
23/08/2006,2007,2,523
28/08/2006,2007,3,555
09/09/2006,2007,4,596
16/09/2006,2007,5,639
25/09/2006,2007,6,508
01/10/2006,2007,7,469
14/10/2006,2007,8,503
21/10/2006,2007,9,462
28/10/2006,2007,10,508
04/11/2006,2007,11,467
11/11/2006,2007,12,488
18/11/2006,2007,13,521
26/11/2006,2007,14,474
29/11/2006,2007,15,509
02/12/2006,2007,16,511
09/12/2006,2007,17,541
16/12/2006,2007,18,559
23/12/2006,2007,19,593
26/12/2006,2007,20,660
30/12/2006,2007,21,627
01/01/2007,2007,22,621
13/01/2007,2007,23,596
20/01/2007,2007,24,427
30/01/2007,2007,25,478
03/02/2007,2007,26,321
10/02/2007,2007,27,476
25/02/2007,2007,28,433
03/03/2007,2007,29,395
17/03/2007,2007,30,430
31/03/2007,2007,31,442
07/04/2007,2007,32,773
09/04/2007,2007,33,485
14/04/2007,2007,34,511
22/04/2007,2007,35,523
28/04/2007,2007,36,659
05/05/2007,2007,37,531
13/05/2007,2007,38,555
11/08/2007,2008,1,485
15/08/2007,2008,2,500
18/08/2007,2008,3,536
25/08/2007,2008,4,493
02/09/2007,2008,5,452
15/09/2007,2008,6,506
23/09/2007,2008,7,609
29/09/2007,2008,8,651
07/10/2007,2008,9,694
20/10/2007,2008,10,726
27/10/2007,2008,11,631
03/11/2007,2008,12,674
11/11/2007,2008,13,678
24/11/2007,2008,14,714
01/12/2007,2008,15,700
08/12/2007,2008,16,731
15/12/2007,2008,17,581
22/12/2007,2008,18,510
26/12/2007,2008,19,556
29/12/2007,2008,20,495
01/01/2008,2008,21,578
13/01/2008,2008,22,482
19/01/2008,2008,23,515
30/01/2008,2008,24,476
02/02/2008,2008,25,568
